iter	Logloss
355	0.3528922388
356	0.3524959093
357	0.3523488338
358	0.3520513428
359	0.3518136752
360	0.351584047
361	0.3513029602
362	0.3509930553
363	0.3506898894
364	0.3505551687
365	0.3503031955
366	0.3500893212
367	0.3497667659
368	0.3494786445
369	0.3492463562
370	0.3490771721
371	0.3488581844
372	0.348595482
373	0.3483566912
374	0.3481066392
375	0.3479049128
376	0.3476553042
377	0.3473577245
378	0.346836103
379	0.3464909958
380	0.3462997621
381	0.346080272
382	0.3457929191
383	0.3455265221
384	0.345315101
385	0.3449018945
386	0.3446049651
387	0.3444383229
388	0.3442727447
389	0.3440340425
390	0.3437848181
391	0.343567663
392	0.3433265076
393	0.3430229575
394	0.342692008
395	0.3424479856
396	0.3421189278
397	0.3418749054
398	0.3416615632
399	0.3413938065
400	0.3409808956
401	0.3406751877
402	0.3404113031
403	0.3402322765
404	0.3399271302
405	0.3396909995
406	0.3394263464
407	0.3391311313
408	0.3388138963
409	0.3384483947
410	0.338219003
411	0.3380455627
412	0.3377832741
413	0.337511409
414	0.3373011407
415	0.3370197582
416	0.3367219126
417	0.3365177626
418	0.3361743105
419	0.3359515987
420	0.3356780193
421	0.3352904387
422	0.334939154
423	0.3346664613
424	0.3344879372
425	0.3342169293
426	0.3339712517
427	0.3335691586
428	0.3333520035
429	0.3330230048
430	0.3327892682
431	0.3325508025
432	0.3321839413
433	0.3319998014
434	0.3315751267
435	0.3312791136
436	0.3310209039
437	0.3307320435
438	0.3304676859
439	0.3302362548
440	0.3298925663
441	0.3297266926
442	0.3294227286
443	0.3291311195
444	0.3288815108
445	0.3286794593
446	0.3283021941
447	0.3280558367
448	0.3278190262
449	0.3276374281
450	0.327360361
451	0.3270950576
452	0.3268702177
453	0.3265527462
454	0.3264061436
455	0.3261440914
456	0.3258853497
457	0.3256652389
458	0.3253982803
459	0.3250889961
460	0.3248721956
461	0.3245742318
462	0.3242834207
463	0.3239311606
464	0.3236529999
465	0.3232859318
466	0.3230648456
467	0.3228632671
468	0.3224869476
469	0.3221881857
470	0.3219361829
471	0.3216738943
472	0.3214062855
473	0.3211078782
474	0.3208102986
475	0.3205733403
476	0.3203380372
477	0.3200358467
478	0.3197579225
479	0.3194375544
480	0.3192371285
481	0.318966564
482	0.3185856928
483	0.3183244978
484	0.3180309083
485	0.3177184615
486	0.3174270889
487	0.3171269378
488	0.3169124132
489	0.3166252968
490	0.3163996292
491	0.3161202271
492	0.315858707
493	0.315631739
494	0.3154045345
495	0.3151540687
496	0.3148308336
497	0.3144841007
498	0.3142239698
499	0.3139622132
500	0.3136860623
501	0.3133924138
502	0.3131458495
503	0.3128349692
504	0.3126045135
505	0.3122907957
506	0.3120301623
507	0.3117325827
508	0.3115172601
509	0.3113225683
510	0.3110472155
511	0.3107550743
512	0.310425987
513	0.310116289
514	0.3098472318
515	0.3095929531
516	0.3093329995
517	0.3091133912
518	0.3088952903
519	0.3086873865
520	0.308435029
521	0.3081935781
522	0.3079797925
523	0.3076751487
524	0.307430683
525	0.3072156855
526	0.3069613182
527	0.3066534527
528	0.3062825718
529	0.3059962829
530	0.3056630871
531	0.3054613016
532	0.3052409248
533	0.3050379275
534	0.3047456386
535	0.3046030853
536	0.3042563819
537	0.3039963397
538	0.3037761993
539	0.3036197247
540	0.303301396
541	0.3030875513
542	0.3028577458
543	0.3026047677
544	0.3023627847
545	0.3020798062
546	0.3018432322
547	0.3016138996
548	0.3014288434
549	0.301169274
550	0.3009661289
551	0.3007039881
552	0.3004451872
553	0.3002152635
554	0.2999461767
555	0.2997447164
556	0.2995275022
557	0.2992766521
558	0.2990148069
559	0.2988000459
560	0.2985019047
561	0.2983144543
562	0.2981040973
563	0.2978546955
564	0.2976101411
565	0.297274965
566	0.297071613
567	0.2967238456
568	0.2964748281
569	0.2963100775
570	0.2960874248
571	0.2957421993
572	0.2954280087
573	0.2951627052
574	0.2949889102
575	0.2948017259
576	0.2945809944
577	0.2943458686
578	0.294089787
579	0.2938337054
580	0.2935269926
581	0.2933376211
582	0.2930307014
583	0.2928819707
584	0.2926375345
585	0.2923968816
586	0.2921649776
587	0.2919243247
588	0.2917474853
589	0.291468497
590	0.2912103464
591	0.2909267767
592	0.2906817494
593	0.290463146
594	0.2902086013
595	0.290009476
596	0.2897729019
597	0.2895277564
598	0.2892774383
599	0.2889668241
600	0.2886714021
601	0.2884566411
602	0.2882512497
603	0.2880184294
604	0.2877494904
605	0.2875294092
606	0.287288845
607	0.2870792564
608	0.2868552441
609	0.2866387097
610	0.2864367469
611	0.2861961235
612	0.2859790571
613	0.2857581483
614	0.2855383626
615	0.2853312569
616	0.2851163481
617	0.2848480594
618	0.2846867374
619	0.2844620157
620	0.2842259146
621	0.2840515285
622	0.2838298511
623	0.2836055728
624	0.2833509394
625	0.2830817641
626	0.2829046587
627	0.2826673752
628	0.282477915
629	0.2821616554
630	0.2818936327
631	0.281567501
632	0.2812945719
633	0.2810730719
634	0.280835227
635	0.2806270572
636	0.2803929068
637	0.2801172584
638	0.2798096294
639	0.2795692425
640	0.2793766197
641	0.2791761052
642	0.2789891869
643	0.2787247111
644	0.2785458913
645	0.2783398201
646	0.2780807236
647	0.2778836377
648	0.2776204624
649	0.2773527944
650	0.2770980133
651	0.2768691832
652	0.2767206298
653	0.2764959081
654	0.2762492552
655	0.2759961292
656	0.2758189647
657	0.2755857602
658	0.2753280824
659	0.2751078534
660	0.2748385894
661	0.2746781836
662	0.2744549694
663	0.2742626421
664	0.2740208069
665	0.273817987
666	0.2735818563
667	0.2732745819
668	0.2730697817
669	0.2728238972
670	0.2726796591
671	0.2725146721
672	0.2723366209
673	0.272102234
674	0.2718950692
675	0.2716956483
676	0.2714762173
677	0.271276619
678	0.2710800947
679	0.2709124475
680	0.2706892923
681	0.2705099406
682	0.2703094261
683	0.2701158279
684	0.269902663
685	0.2696877246
686	0.2694732001
687	0.2692304191
688	0.2690583088
689	0.2688851641
690	0.2686929255
691	0.2684613761
692	0.2683068818
693	0.2680568298
694	0.2678591527
695	0.2676247068
696	0.2674345963
697	0.2672349389
698	0.2669354381
699	0.2667528055
700	0.2666101931
701	0.2663736191
702	0.2661771834
703	0.2659844128
704	0.2657705977
705	0.2656063791
706	0.265417244
707	0.2652382174
708	0.265029486
709	0.264860361
710	0.2647238373
711	0.2645248893
712	0.2642903843
713	0.2641340574
714	0.263894439
715	0.2637462404
716	0.2634675772
717	0.2632613877
718	0.2630225082
719	0.2628324273
720	0.2626454499
721	0.2624216149
722	0.2622314158
723	0.262002763
724	0.2618495396
725	0.2616529562
726	0.2614245103
727	0.2612234933
728	0.2610392647
729	0.2608254495
730	0.2606324129
731	0.2604294156
732	0.2602806849
733	0.2601164663
734	0.259987657
735	0.2597743148
736	0.2595843816
737	0.2593407139
738	0.2591546823
739	0.2589645127
740	0.2587044704
741	0.2585651388
742	0.2583726047
743	0.2582024156
744	0.2579392403
745	0.2577648837
746	0.2575875714
747	0.257380643
748	0.2571867788
749	0.256930372
750	0.256795208
751	0.2565769297
752	0.2563880606
753	0.256284227
754	0.2560671605
755	0.2558632174
756	0.2556702695
757	0.2554934005
758	0.2552891914
759	0.255133633
760	0.2550012177
761	0.2547863681
762	0.2545442669
763	0.2542673771
764	0.2540630202
765	0.2538601116
766	0.2537226421
767	0.2535393297
768	0.253409013
769	0.2532134936
770	0.2530665954
771	0.2528823963
772	0.2526676353
773	0.2524245292
774	0.2522525076
775	0.2521042203
776	0.2519314302
777	0.2517818719
778	0.251574441
779	0.2513959169
780	0.2512035601
781	0.2509776857
782	0.2507804224
783	0.2506264897
784	0.2504773452
785	0.2502926141
786	0.2501604057
787	0.2499552212
788	0.2497652585
789	0.2495801727
790	0.2494185552
791	0.2492719526
792	0.2491083843
793	0.2489658605
794	0.2487669421
795	0.2485616097
796	0.2484241994
797	0.2482897742
798	0.2481426396
799	0.2479597706
800	0.2477214822
801	0.2475522833
802	0.2473811632
803	0.2471990627
804	0.2471138351
805	0.2469750208
806	0.2467271708
807	0.2465389076
808	0.2463819896
809	0.2462065246
810	0.2460692177
811	0.2459228516
812	0.2457454654
813	0.2455148175
814	0.2453758997
815	0.2451838385
816	0.245004605
817	0.244808391
818	0.2445892112
819	0.24435512
820	0.2441537483
821	0.2439293517
822	0.2437632415
823	0.2436322302
824	0.2434626766
825	0.2433025665
826	0.2431979496
827	0.2430264157
828	0.2428194873
829	0.24259914
830	0.2424668873
831	0.2423217035
832	0.2420992724
833	0.2419071225
834	0.2417035488
835	0.2415259853
836	0.2413360965
837	0.2412068291
838	0.2409777034
839	0.2408424655
840	0.2406129851
841	0.2404545893
842	0.2403132626
843	0.2400822896
844	0.2398930215
845	0.2397198472
846	0.2395399634
847	0.2394224153
848	0.2392506449
849	0.2390964905
850	0.2389204492
851	0.2387463142
852	0.2385559525
853	0.2384227688
854	0.2381963032
855	0.2379776999
856	0.237849925
857	0.237687805
858	0.2375477789
859	0.237420876
860	0.2372894657
861	0.2371201042
862	0.2369613537
863	0.2367577948
864	0.2365879308
865	0.2364527372
866	0.2363135091
867	0.2361624434
868	0.2359724511
869	0.23581741
870	0.2356663739
871	0.2354408098
872	0.2352417436
873	0.2350185588
874	0.2348115418
875	0.2346494661
876	0.2344347494
877	0.23425791
878	0.2341308889
879	0.2338969011
880	0.2337522345
881	0.2335599812
882	0.2334110583
883	0.2332515393
884	0.2330719955
885	0.2328705351
886	0.2327365977
887	0.2325811575
888	0.2324556734
889	0.2322970854
890	0.2321388226
891	0.2320114616
892	0.2318891401
893	0.2316666647
894	0.2314857612
895	0.2313166805
896	0.2311460186
897	0.2309645239
898	0.2308357146
899	0.2306721611
900	0.2305652979
901	0.2304068872
902	0.2302282005
903	0.2301078002
904	0.2298585758
905	0.2297031652
906	0.2295402471
907	0.2293785853
908	0.2292235737
909	0.2290657838
910	0.22898097
911	0.2288021799
912	0.2286009708
913	0.2284457375
914	0.228249095
915	0.2280849651
916	0.2279593775
917	0.2278003757
918	0.2275906099
919	0.2274084946
920	0.2272502022
921	0.2270320126
922	0.2269124546
923	0.2267481621
924	0.2265716627
925	0.2264182324
926	0.2262989996
927	0.2261232538
928	0.2259846759
929	0.2258326791
930	0.2257453974
931	0.2255775581
932	0.2253979256
933	0.2252340321
934	0.2250768925
935	0.2248895751
936	0.2247714063
937	0.2246130696
938	0.2244721272
939	0.2243442489
940	0.2241935083
941	0.2240712459
942	0.2238941848
943	0.2237348136
944	0.223602088
945	0.2234366724
946	0.2233093705
947	0.2232129409
948	0.2230436828
949	0.2228831294
950	0.2227131472
951	0.2225637367
952	0.2224324889
953	0.2222928322
954	0.2221477222
955	0.2220375486
956	0.2219365672
957	0.2218006938
958	0.2216452241
959	0.221481907
960	0.2212947227
961	0.2211190803
962	0.2209040829
963	0.2207768697
964	0.2206478978
965	0.2204867384
966	0.2203209237
967	0.2201321729
968	0.2200301422
969	0.2198985545
970	0.21975408
971	0.2195532404
972	0.2193897608
973	0.2192419463
974	0.219133221
975	0.2190430426
976	0.2189182088
977	0.2188136657
978	0.2186520925
979	0.2185337316
980	0.2183997942
981	0.2182546399
982	0.2181172738
983	0.2179716466
984	0.2177946594
985	0.2176736679
986	0.2175388438
987	0.2173950491
988	0.2171991602
989	0.2170552621
990	0.2169322755
991	0.2168091707
992	0.2166553858
993	0.2164489155
994	0.216310175
995	0.2161578827
996	0.2160173689
997	0.215871786
998	0.2157471885
999	0.2155965662
